Accession No,Collector Number,"DateYear All the samples have collection, dates. We had a challenge determinng how to format the date and what field(s) Here is presented identification date, when specifically identified on th eherbarium sheet",Identifier Name,Phylum,Class,Order,Family,Genus,Species,Variety,Form,Continent,Country,Territory,District,Locality,Latitude,Longitude
19645,3484,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Alariaceae,Alaria,esculenta,,,North America,Canada,Northwest Territory,Franklin District,Wellington Channel North side of Snowblind Bay ca. 1 km from innermost part of the bay Cornwallis Island. ,75.22,-93.5
19646,3485,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Alariaceae,Alaria,esculenta,,,North America,Canada,Northwest Territory,Franklin District,Wellington Channel North side of Snowblind Bay ca. 1 km from innermost part of the bay Cornwallis Island. ,75.22,-93.5
19647,3486,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,Northwest Territory,Franklin District,Wellington Channel North side of Snowblind Bay ca 1 km from innermost part of the bay Cornwallis Island. ,75.22,-93.5
19648,3487,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,Northwest Territory,Franklin District,Wellington Channel North side of Snowblind Bay ca 1 km from innermost part of the bay Cornwallis Island. ,75.22,-93.5
19649,3488,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Alariaceae,Alaria,esculenta,,,North America,Canada,Northwest Territory,Franklin District,Gulf of Boothia About midway of northeast shore of Victoria Harbour Boothia Peninsula.  ,70.15,-91.55
19650,3489,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,Northwest Territory,Franklin District,"Gulf of Boothia ""About midway of northeast shore of Victoria Harbour, Boothia Peninsula.""   ",70.15,-91.55
19652,3491,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,solidungula,,,North America,Canada,Northwest Territory,Franklin District,"Dease Strait ""Victoria Island, very wide cove between Starvation Cove and Long Point.""   ",69.17,-105.85
19653,3492,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,Northwest Territory,Mackenzie District,"Amundsen Gulf ""Franklin Bay, north of Point Stivens.  Collector: Arctic Biol. Sta. FRB.""   ",69.4267,-125.8083
19654,3493,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,solidungula,,,North America,Canada,Northwest Territory,Franklin District,"Penny Strait ""West Devon Island, Grinnell Peninsula, west of Hungry Bay.""   ",76.6217,-96.4633
19655,3494,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,Northwest Territory,Franklin District,Bellot Strait East side at western shore of larger island of Fox Islands.  ,72.01,-94.4067
19658,3495,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,solidungula,,,North America,Canada,Northwest Territory,Franklin District,"Wellington Channel ""North side of Snowblind Bay, ca. 1 km from innermost part of the bay,Cornwallis Island.""   ",75.22,-93.5
19661,3498,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,Northwest Territory,Franklin District,Wellington Channel North side of Snowblind Bay ca 1 km from innermost part of the bay Cornwallis Island. ,75.22,-93.5
19662,3499,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,Northwest Territory,Franklin District,"Western Jones Sound ""3.8 km west of Boat Point, mouth of Viks and West Fiords"" Devon Island.  ",76.0133,-90.0667
19665,3501,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,solidungula,,,North America,Canada,Northwest Territory,Franklin District,"Gulf of Boothia ""About midway of northeast shore of Victoria Harbour, Boothia Peninsula.""   ",70.15,-91.55
19666,3502,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,solidungula,,,North America,Canada,Northwest Territory,Franklin District,"Gulf of Boothia ""About midway of northeast shore of Victoria Harbour, Boothia Peninsula.""   ",70.15,-91.55
19668,3503,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,solidungula,,,North America,Canada,Northwest Territory,Franklin District,"Dease Strait ""Victoria Island, Wellington Bay.""   ",69.1683,-106.4283
19669,3504,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,solidungula,,,North America,Canada,Northwest Territory,Franklin District,"Dease Strait ""Victoria Island, very wide cove between Starvation Cove and Long Point.""   ",69.17,-105.85
19673,3508,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,solidungula,,,North America,Canada,Northwest Territory,Franklin District,Simpson Strait South corner of Eta Island.   ,68.54,-97.3867
19674,3509,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,Northwest Territory,Franklin District,Simpson Strait South corner of Eta Island.   ,69.54,-97.3867
19675,3510,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,Northwest Territory,Franklin District,Simpson Strait South corner of Eta Island.   ,69.54,-97.3867
19679,3513,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,Northwest Territory,Franklin District,Simpson Strait South corner of Eta Island.   ,69.54,-97.3867
19685,3514,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,Northwest Territory,Franklin District,"Western Jones Sound ""3.8 km west of Boat Point, mouth of Viks and West Fiords"" Devon Island.  ",76.0133,-90.0667
19686,3515,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,Northwest Territory,Franklin District,"Western Jones Sound ""3.8 km west of Boat Point, mouth of Viks and West Fiords"" Devon Island.  ",76.0133,-90.0667
19687,3516,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,solidungula,,,North America,Canada,Northwest Territory,Franklin District,"Western Jones Sound ""Fram Sound, east side and 1 km north of mouth of Rodberg Bay (Rococo Point) atsouth shore of North Kent Island.""   ",76.4917,-89.85
19688,3517,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Alariaceae,Alaria,esculenta,,,North America,Canada,Northwest Territory,Franklin District,Wellington Channel Northwest extremity of Emery Bay Devon Island.  ,75.22,-92.53
19689,3518,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Alariaceae,Alaria,esculenta,,,North America,Canada,Northwest Territory,Franklin District,Wellington Channel Northwest extremity of Emery Bay Devon Island.  ,75.22,-92.53
19690,3519,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,Northwest Territory,Franklin District,"Western Jones Sound ""3.8 km west of Boat Point, mouth of Viks and West Fiords"" Devon Island.  ",76.0133,-90.0667
19691,3520,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,solidungula,,,North America,Canada,Northwest Territory,Franklin District,"Western Jones Sound ""3.8 km west of Boat Point, mouth of Viks and West Fiords, Devon Island.""   ",76.0133,-90.0667
19692,3521,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,solidungula,,,North America,Canada,Northwest Territory,Franklin District,"Western Jones Sound ""3.8 km west of Boat Point, mouth of Viks and West Fiords, Devon Island.""   ",76.0133,-90.0667
19694,3523,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,solidungula,,,North America,Canada,Northwest Territory,Franklin District,"Western Jones Sound ""Fram Sound, east side and 1 km north of mouth of Rodberg Bay (Rococo Point) atsouth shore of North Kent Island.""   ",76.4917,-89.85
19695,3524,1980,"Hooper, R",Phaeophyta,Phaeophyceae,Laminariales,Alariaceae,Alaria,esculenta,,,North America,Canada,Northwest Territory,Franklin District,"West Jones Sound ""Fram Sound, east side and 1 km north of mouth of Rodberg Bay (Rococo Point) atsouth shore of North Kent Island.""   ",76.4917,-89.85
19696,3525,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,Northwest Territory,Franklin District,"Western Jones Sound ""Fram Sound, east side and 1 km north of mouth of Rodberg Bay (Rococo Point) atsouth shore of North Kent Island.""   ",76.4917,-89.85
19697,3526,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,Northwest Territory,Franklin District,"Western Jones Sound ""Fram Sound, east side and 1 km north of mouth of Rodberg Bay (Rococo Point) atsouth shore of North Kent Island.""   ",76.4917,-89.85
19698,3527,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,solidungula,,,North America,Canada,Northwest Territory,Franklin District,"Western Jones Sound ""Fram Sound, east side and 1 km north of mouth of Rodberg Bay (Rococo Point) atsouth shore of North Kent Island.""   ",76.4917,-89.85
19699,3528,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,Northwest Territory,Franklin District,Wellington Channel Northwest extremity of Emery Bay Devon Island.  ,75.22,-92.53
19700,3530,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,Northwest Territory,Franklin District,Wellington Channel Northwest extremity of Emery Bay Devon Island.  ,75.22,-92.53
19701,3531,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,Northwest Territory,Franklin District,Wellington Channel Northwest extremity of Emery Bay Devon Island.  ,75.22,-92.53
19702,3532,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,Northwest Territory,Franklin District,Wellington Channel Northwest extremity of Emery Bay Devon Island.  ,75.22,-92.53
19703,3533,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,solidungula,,,North America,Canada,Northwest Territory,Franklin District,"Wellington Channel ""Northwest extremity of Emery Bay, Devon Island.""   ",75.22,-92.53
19704,3534,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Agarum,cribrosum,,,North America,Canada,Northwest Territory,Franklin District,Wellington Channel NW extremity of Emery Bay Devon Island.  ,75.22,-92.53
19705,3535,1980,"Hooper, R",Phaeophyta,Phaeophyceae,Laminariales,Alariaceae,Alaria,esculenta,,,North America,Canada,Northwest Territory,Franklin District,Wellington Channel Northwest extremity of Emery Bay Devon Island.  ,75.22,-92.53
19706,3536,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Agarum,cribrosum,,,North America,Canada,Northwest Territory,Franklin District,Wellington Channel NW extremity of Emery Bay Devon Island.  ,75.22,-92.53
19707,3537,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,Northwest Territory,Franklin District,Wellington Channel Northwest extremity of Emery Bay Devon Island.  ,75.22,-92.53
19708,3538,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,Northwest Territory,Franklin District,Wellington Channel Northwest extremity of Emery Bay Devon Island.  ,75.22,-92.53
19711,3540,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,solidungula,,,North America,Canada,Northwest Territory,Franklin District,"McDougall Sound ""North shore, near mouth of bay south of Templeton Bay, Little CornwallisIsland.""   ",75.43,-96.62
19712,3541,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,Northwest Territory,Franklin District,McDougall Sound North shore near mouth of bay south of Templeton Bay Little Cornwallis Island. ,75.43,-96.62
19767,3553,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,solidungula,,,North America,Canada,Northwest Territory,Franklin District,"McDougall Sound ""North shore, near mouth of bay south of Templeton Bay, Little CornwallisIsland.""   ",75.43,-96.62
19768,3554,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,Northwest Territory,Franklin District,McDougall Sound North shore near mouth of bay south of Templeton Bay Little Cornwallis Island. ,75.43,-96.62
19769,3555,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,Northwest Territory,Franklin District,McDougall Sound North shore near mouth of bay south of Templeton Bay Little Cornwallis Island. ,75.43,-96.62
19770,3556,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,solidungula,,,North America,Canada,Northwest Territory,Franklin District,"McDougall Sound ""North shore, near mouth of bay south of Templeton Bay, Little CornwallisIsland.""   ",75.43,-96.62
19772,3557,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,Northwest Territory,Franklin District,"Queens Channel ""Northeast side of Milne Island, about 2 km south of northern tip of theisland.""   ",75.65,-96.72
19776,3561,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Alariaceae,Alaria,esculenta,,,North America,Canada,Northwest Territory,Franklin District,Jones Sound Bear Bay Cape Skogn of Devon Island.  ,75.77,-84.22
19777,3562,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Alariaceae,Alaria,esculenta,,,North America,Canada,Northwest Territory,Franklin District,Jones Sound Bear Bay Cape Skogn of Devon Island.  ,75.77,-84.22
19778,3563,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,solidungula,,,North America,Canada,Northwest Territory,Franklin District,"Jones Sound ""Bear Bay, Cape Skogn of Devon Island.""   ",75.77,-84.22
19779,3564,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,Northwest Territory,Franklin District,Jones Sound Bear Bay Cape Skogn of Devon Island.  ,75.77,-84.22
19780,3565,1980,"Hooper, R",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,digitata,,,North America,Canada,Northwest Territory,Franklin District,Jones Sound Bear Bay Cape Skogn of Devon Island.  ,75.77,-84.22
19782,3567,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Agarum,cribrosum,,,North America,Canada,Northwest Territory,Franklin District,"Jones Sound ""Bear Bay, Cape Skogn of Devon Island.""   ",75.77,-84.22
19783,3568,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,Northwest Territory,Franklin District,Jones Sound Bear Bay Cape Skogn of Devon Island.  ,75.77,-84.22
19784,3569,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,solidungula,,,North America,Canada,Northwest Territory,Franklin District,"Jones Sound ""Bear Bay, Cape Skogn of Devon Island.""   ",75.77,-84.22
19785,3570,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,Northwest Territory,Franklin District,"Queens Channel ""Northeast side of Milne Island, about 2 km south of northern tip of theisland.""   ",75.65,-96.72
19786,3571,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Agarum,cribrosum,,,North America,Canada,Northwest Territory,Franklin District,Gulf of Boothia About midway of northeast shore of Victoria Harbour Boothia Peninsula.  ,70.15,-91.55
19787,3572,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,Northwest Territory,Franklin District,"Gulf of Boothia ""About midway of northeast shore of Victoria Harbour, Boothia Peninsula.""   ",70.15,-91.55
19788,3573,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Agarum,cribrosum,,,North America,Canada,Northwest Territory,Franklin District,Gulf of Boothia About midway of northeast shore of Victoria Harbour Boothia Peninsula.  ,70.15,-91.55
19789,3574,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,Northwest Territory,Franklin District,"Gulf of Boothia ""About midway of northeast shore of Victoria Harbour, Boothia Peninsula.""   ",70.15,-91.55
19790,3575,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,solidungula,,,North America,Canada,Northwest Territory,Franklin District,"Gulf of Boothia ""About midway of northeast shore of Victoria Harbour, Boothia Peninsula.""   ",70.15,-91.55
19791,3576,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Alariaceae,Alaria,esculenta,,,North America,Canada,Northwest Territory,Franklin District,Gulf of Boothia About midway of northeast shore of Victoria Harbour Boothia Peninsula.  ,70.15,-91.55
19792,3577,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Alariaceae,Alaria,esculenta,,,North America,Canada,Northwest Territory,Franklin District,Gulf of Boothia About midway of northeast shore of Victoria Harbour Boothia Peninsula.  ,70.15,-91.55
19793,3578,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Alariaceae,Alaria,esculenta,,,North America,Canada,Northwest Territory,Franklin District,Gulf of Boothia About midway of northeast shore of Victoria Harbour Boothia Peninsula.  ,70.15,-91.55
19794,3579,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Alariaceae,Alaria,esculenta,,,North America,Canada,Northwest Territory,Franklin District,Gulf of Boothia About midway of northeast shore of Victoria Harbour Boothia Peninsula.  ,70.15,-91.55
19795,3580,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,solidungula,,,North America,Canada,Northwest Territory,Franklin District,"Gulf of Boothia ""About midway of northeast shore of Victoria Harbour, Boothia Peninsula.""   ",70.15,-91.55
19796,3581,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,solidungula,,,North America,Canada,Northwest Territory,Franklin District,"Gulf of Boothia ""About midway of northeast shore of Victoria Harbour, Boothia Peninsula.""   ",70.15,-91.55
19797,3582,1980,"Hooper, R",Phaeophyta,Phaeophyceae,Laminariales,Alariaceae,Alaria,esculenta,,,North America,Canada,Northwest Territory,Franklin District,"Gulf of Boothia ""Small point at south shore of eastern Netsiksiuvik Inlet, Lord Mayor Bay,Boothia Peninsula.""   ",69.7083,-92.75
