Accession No,Collector Number,"DateYear All the samples have collection, dates. We had a challenge determinng how to format the date and what field(s) Here is presented identification date, when specifically identified on th eherbarium sheet",Identifier Name,Phylum,Class,Order,Family,Genus,Species,Variety,Form,Continent,Country,Territory,District,Locality,Latitude,Longitude
17244,2769,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,Northwest Territory,Franklin District,"Victoria Island ""East side of Anderson Bay opposite island, Queen Maud Gulf.""   ",68.93,-104.36
17641,2818,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,Northwest Territory,Franklin District,Prince Patrick Island Crozier Channel face of Manson Point.   ,76.08,-119.07
17648,2819,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,solidungula,,,North America,Canada,Northwest Territory,Franklin District,Prince Patrick Island Crozier Channel face of Manson Point.   ,76.08,-119.07
17668,2826,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,Northwest Territory,Mackenzie District,"Amundsen Gulf ""Franklin Bay side of Police Point, Parry Peninsula.""   ",70.1817,-124.755
17675,2829,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,Northwest Territory,Mackenzie District,"Amundsen Gulf ""Franklin Bay side of Police Point, Parry Peninsula.""   ",70.1817,-124.755
17780,2875,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,Northwest Territory,Franklin District,"King William Island ""Peterson Bay, 1 mile SE of Gjoa Haven.""   ",68.62,-95.88
17782,2876,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,Northwest Territory,Franklin District,"King William Island ""Peterson Bay, 1.5 miles SE of Gjoa Haven.""   ",68.62,-95.88
17783,2877,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,Northwest Territory,Franklin District,"King William Island ""Peterson Bay, 1 mile SE of Gjoa Haven.""   ",68.62,-95.88
17784,2878,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,Northwest Territory,Franklin District,"King William Island ""Peterson Bay, 1 mile SE of Gjoa Haven.""   ",68.62,-95.88
17788,2880,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,Northwest Territory,Franklin District,"King William Island ""Peterson Bay, 0.5 miles east of Gjoa Haven.""   ",68.62,-95.88
17791,2882,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,solidungula,,,North America,Canada,Northwest Territory,Franklin District,"King William Island ""Peterson Bay, 1.5 miles SE of Gjoa Haven.""   ",68.62,-95.88
17792,2883,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,Northwest Territory,Franklin District,"King William Island ""Peterson Bay, 1.5 miles SE of Gjoa Haven.""   ",68.62,-95.88
17797,2887,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,solidungula,,,North America,Canada,Northwest Territory,Franklin District,"Foxe Basin ""Repulse Bay, 1 mile south of settlement, northeast of Walrus Island.""   ",66.5083,-86.2333
17798,2888,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,Northwest Territory,Franklin District,"King William Island ""Peterson Bay, 1.5 miles SE of Gjoa Haven.""   ",68.62,-95.88
17800,2890,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,Northwest Territory,Keewatin District,Rankin Inlet SW of Thomson Island 2 miles east of Rankin Inlet settlement Hudson Bay. ,62.82,-92.02
17801,2891,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,Northwest Territory,Keewatin District,Horshoe Deep Rankin Inlet south of Thomson Island 2.2 miles west of Rankin Inlet settlement Hudson Bay.,62.8083,-91.9833
17802,2892,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,solidungula,,,North America,Canada,Northwest Territory,Franklin District,"Foxe Basin ""Repulse Bay, 1 mile south of settlement, northeast of Walrus Island.""   ",66.5083,-86.2333
17803,2893,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,solidungula,,,North America,Canada,Northwest Territory,Franklin District,"Foxe Basin ""Repulse Bay, 1 mile south of settlement, northeast of Walrus Island.""   ",66.5083,-86.2333
17804,2894,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,Northwest Territory,Franklin District,"Foxe Basin ""Repulse Bay, 1 mile south of settlement, northeast of Walrus Island.""   ",66.505,-86.2333
17805,2895,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,solidungula,,,North America,Canada,Northwest Territory,Franklin District,"Foxe Basin ""Repulse Bay, 1 mile south of settlement, northeast of Walrus Island.""   ",66.505,-86.2333
17806,2896,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Agarum,cribrosum,,,North America,Canada,Northwest Territory,Keewatin District,"Foxe Basin ""Repulse Bay, 1 mile south of settlement, NE of Walrus Island.""   ",66.505,-86.2333
17810,2899,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,Northwest Territory,Keewatin District,"Gulf of Boothia ""Pelly Bay, 30 meters off Pelly Bay Settlement.""   ",68.53,-89.85
17811,2900,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,Northwest Territory,Keewatin District,"Gulf of Boothia ""Pelly Bay, 30 meters off Pelly Bay Settlement.""   ",68.53,-89.85
17814,2903,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Agarum,cribrosum,,,North America,Canada,Northwest Territory,Keewatin District,"Southampton Island ""One mile SE of Tern Island, Munn Bay, northern South Bay, Hudson Bay.""   ",64.12,-83.27
17815,2904,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,longicruris,,,North America,Canada,Northwest Territory,Keewatin District,"Southampton Island ""One mile east of Tern Island, Munn Bay, northern South Bay, Hudson Bay.  Ottertrawl.""   ",64.12,-83.27
17818,2906,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Agarum,cribrosum,,,North America,Canada,Northwest Territory,Keewatin District,"Southampton Island ""One mile SE of Tern Island, Munn Bay, northern South Bay, Hudson Bay.""   ",64.1083,-83.2667
17821,2907,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,longicruris,,,North America,Canada,Northwest Territory,Keewatin District,"Southampton Island ""Stanley Harbour, Foxe Channel.""   ",64.7,-82.2
17822,2908,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,agardhii,,,North America,Canada,Northwest Territory,Keewatin District,Stanley Harbour Foxe Channel Southampton Island.  ,64.7,-82.2
17823,2909,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,agardhii,,,North America,Canada,Northwest Territory,Keewatin District,Stanley Harbour Foxe Channel Southampton Island.  ,64.7,-82.2
17838,2919,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,Northwest Territory,Franklin District,"Victoria Island ""Anderson Bay, east side western inlet at head, Queen Maud Gulf.""   ",68.9417,-104.45
17839,2920,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,Northwest Territory,Franklin District,"Victoria Island ""Anderson Bay, east side western inlet at head, Queen Maud Gulf.""   ",68.9417,-104.45
17840,2921,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,Northwest Territory,Franklin District,"Victoria Island ""Anderson Bay, east side western inlet at head, Queen Maud Gulf.""   ",68.9417,-104.45
17842,2923,1977,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Alariaceae,Alaria,esculenta,,,North America,Canada,Northwest Territory,Franklin District,Bellot Strait Prince Regent Inlet side channel of inlet on Boothia Peninsula across Brands Island.  ,71.9817,-94.4567
17843,2924,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,solidungula,,,North America,Canada,Northwest Territory,Franklin District,"Bellot Strait ""Prince Regent Inlet, side channel of inlet on Boothia Peninsula across BrandsIsland.""   ",71.9817,-94.4567
17844,2925,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,Northwest Territory,Franklin District,Bellot Strait Prince Regent Inlet side channel of inlet on Boothia Peninsula across Brands Island.  ,71.9817,-94.4567
17845,2926,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Alariaceae,Alaria,esculenta,,,North America,Canada,Northwest Territory,Franklin District,Bellot Strait Prince Regent Inlet side channel of inlet on Boothia Peninsula across Brands Island.  ,71.9817,-94.4567
17850,2931,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,longicruris,,,North America,Canada,Northwest Territory,Keewatin District,Eskimo Point About 1 mile north of 2-3 miles northwest of Eskimo Point settlement Hudson Bay.  Otter trawl.  94 02'W-93 55'W. ,61.12,-94.03
17851,2932,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Agarum,cribrosum,,,North America,Canada,Northwest Territory,Keewatin District,"Eskimo Point ""About 1 mile north of, to 2-3 miles NW of Eskimo Point settlement (61 07 N, 9355 W).""   ",61.12,-94.03
17864,2933,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,Northwest Territory,Keewatin District,"Eskimo Point About 1 mile north of 2-3 miles northwest of Eskimo Point settlement ""Hudson Bay.  Otter trawl, longitude 94 02' W to 93 55' W."" ",61.12,-94.03
17865,2934,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,Northwest Territory,Keewatin District,"Eskimo Point About 1 mile north of 2-3 miles northwest of Eskimo Point settlement ""Hudson Bay.  Otter trawl, longitude 94 02' W to 93 55' W."" ",61.12,-94.03
17866,2935,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,longicruris,,,North America,Canada,Northwest Territory,Keewatin District,Eskimo Point About 1 mile north of 2-3 miles northwest of Eskimo Point settlement Hudson Bay.  Otter trawl.  94 02'W-93 55'W. ,61.12,-94.03
17867,2936,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,Northwest Territory,Keewatin District,"Eskimo Point About 1 mile north of 2-3 miles northwest of Eskimo Point settlement ""Hudson Bay.  Otter trawl, longitude 94 02' W to 93 55' W."" ",61.12,-94.03
17868,2937,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,Northwest Territory,Keewatin District,Rankin Inlet North end of second largest island of Barrier Island Hudson Bay.  ,62.77,-92.28
17869,2938,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,solidungula,,,North America,Canada,Northwest Territory,Keewatin District,Eskimo Point About 1 mile north of 2-3 miles northwest of Eskimo Point settlement Hudson Bay.  Otter trawl: longitude 94 02' W to 93 55' W. ,61.12,-94.03
17870,2939,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,solidungula,,,North America,Canada,Northwest Territory,Keewatin District,Rankin Inlet North end of second largest island of Barrier Island Hudson Bay.  ,62.77,-92.28
17871,2940,1976,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,solidungula,,,North America,Canada,Northwest Territory,Keewatin District,Eskimo Point About 1 mile north of 2-3 miles northwest of Eskimo Point settlement Hudson Bay. ,61.12,-94.92
17898,2942,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,longicruris,,,North America,Canada,Northwest Territory,Keewatin District,Eskimo Point About 1 mile north of 2-3 miles northwest of Eskimo Point settlement Hudson Bay.  Otter trawl.  94 02'W-93 55'W. ,61.12,-94.03
18256,3065,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,Northwest Territory,Mackenzie District,"Dolphin and Union Strait ""North side of Cockburn Point, west of Bernard Harbour.""   ",68.8783,-115.0417
18257,3066,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,Northwest Territory,Mackenzie District,"Dolphin and Union Strait ""North side of Cockburn Point, west of Bernard Harbour.""   ",68.8783,-115.0417
18258,3067,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,solidungula,,,North America,Canada,Northwest Territory,Mackenzie District,"Dolphin and Union Strait ""North side of Cockburn Point, west of Bernard Harbour.""   ",68.8783,-115.0417
18260,3068,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,solidungula,,,North America,Canada,Northwest Territory,Mackenzie District,"Dolphin and Union Strait ""North side of Cockburn Point, west of Bernard Harbour.""   ",68.8783,-115.0417
18276,3077,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,Northwest Territory,Mackenzie District,"Amundsen Gulf ""Small bay south of Ooligbuck Point, mouth of Gillet Bay, Parry Peninsula.""   ",70.1817,-124.505
18280,3080,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,Northwest Territory,Mackenzie District,"Amundsen Gulf ""Small bay south of Ooligbuck Point, mouth of Gillet Bay, Parry Peninsula.""   ",70.1817,-124.505
18281,3081,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,solidungula,,,North America,Canada,Northwest Territory,Mackenzie District,"Amundsen Gulf ""Small bay south of Ooligbuck Point, mouth of Gillet Bay, Parry Peninsula.""   ",70.1817,-124.505
18283,3082,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,solidungula,,,North America,Canada,Northwest Territory,Mackenzie District,"Amundsen Gulf ""Small bay south of Ooligbuck Point, mouth of Gillet Bay, Parry Peninsula.""   ",70.1817,-124.505
18307,3091,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,solidungula,,,North America,Canada,Northwest Territory,Mackenzie District,"Amundsen Gulf ""Small bay south of Ooligbuck Point, mouth of Gillet Bay, Parry Peninsula.""   ",70.1817,-124.505
18368,3109,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Agarum,cribrosum,,,North America,Canada,Northwest Territory,Keewatin District,Chesterfield Inlet SE point Hudson Bay.  ,63.33,-90.72
18379,3115,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,Northwest Territory,Franklin District,"Victoria Island ""East side of island in Anderson Bay, Queen Maud Gulf.""   ",68.93,-104.37
18380,3116,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,Northwest Territory,Franklin District,"Victoria Island ""East side of island in Anderson Bay, Queen Maud Gulf.""   ",68.93,-104.37
18389,3121,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,agardhii,,,North America,Canada,Northwest Territory,Mackenzie District,Franklin Bay West shore of Booth Island opposite Summers Harbour Booth Islands. ,70.1283,-125.14
18390,3122,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,agardhii,,,North America,Canada,Northwest Territory,Mackenzie District,Franklin Bay West shore of Booth Island opposite Summers Harbour Booth Islands. ,70.1283,-125.14
18393,3124,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,solidungula,,,North America,Canada,Northwest Territory,Franklin District,"Victoria Island ""East side of island in Anderson Bay, Queen Maud Gulf.""   ",68.93,-104.37
18400,3129,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Alariaceae,Alaria,esculenta,,,North America,Canada,Northwest Territory,Franklin District,"Amundsen Gulf ""Franklin Bay side of Police Point, Parry Peninsula.""   ",70.1817,-124.755
18401,3130,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Alariaceae,Alaria,esculenta,,,North America,Canada,Northwest Territory,Franklin District,"Amundsen Gulf ""Franklin Bay side of Police Point, Parry Peninsula.""   ",70.1817,-124.755
18402,3131,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,solidungula,,,North America,Canada,Northwest Territory,Mackenzie District,"Amundsen Gulf ""Franklin Bay side of Police Point, Parry Peninsula.""   ",70.1817,-124.755
18403,3132,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,Northwest Territory,Mackenzie District,"Amundsen Gulf ""Franklin Bay side of Police Point, Parry Peninsula.""   ",70.1817,-124.755
18404,3133,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,Northwest Territory,Mackenzie District,"Amundsen Gulf ""Franklin Bay side of Police Point, Parry Peninsula.""   ",70.1817,-124.755
18405,3134,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,Northwest Territory,Mackenzie District,"Amundsen Gulf ""Franklin Bay side of Police Point, Parry Peninsula.""   ",70.1817,-124.755
18407,3136,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,Northwest Territory,Mackenzie District,"Amundsen Gulf ""Franklin Bay side of Police Point, Parry Peninsula.""   ",70.1817,-124.755
18409,3137,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,Northwest Territory,Mackenzie District,"Amundsen Gulf ""Franklin Bay side of Police Point, Parry Peninsula.""   ",70.1817,-124.755
18429,3145,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Alariaceae,Alaria,esculenta,,,North America,Canada,Northwest Territory,Franklin District,"Amundsen Gulf ""Small bay south of Ooligbuck Point, mouth of Gillet Bay, Parry Peninsula.""   ",70.1817,-124.505
18430,3146,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Alariaceae,Alaria,esculenta,,,North America,Canada,Northwest Territory,Franklin District,"Amundsen Gulf ""Small bay south of Ooligbuck Point, mouth of Gillet Bay, Parry Peninsula.""   ",70.1817,-124.505
18532,3162,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,Northwest Territory,Franklin District,"Victoria Island ""East side of western inlet of Anderson Bay, Queen Maud Gulf.""   ",68.9433,-104.435
18537,3166,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,Northwest Territory,Franklin District,"Victoria Island ""East side of western inlet of Anderson Bay, Queen Maud Gulf.""   ",68.9433,-104.435
18538,3167,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,Northwest Territory,Franklin District,"Victoria Island ""East side of western inlet of Anderson Bay, Queen Maud Gulf.""   ",68.9433,-104.435
18540,3169,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,Northwest Territory,Franklin District,"Victoria Island ""East side of western inlet of Anderson Bay, Queen Maud Gulf.""   ",68.9433,-104.435
18587,3183,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,solidungula,,,North America,Canada,Northwest Territory,Franklin District,"South Baffin Island East shore of Nascopie Point to Ongalaota Island ""Westbourne Bay, North Bay.""  ",62.82,-69.83
18588,3184,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,Northwest Territory,Franklin District,Eclipse Sound South shore of ca six miles east of Pond Inlet settlement north Baffin Island.  Fresh storm-drift on gravel shore. ,72.7,-77.85
18589,3185,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,longicruris,,,North America,Canada,Northwest Territory,Franklin District,South Baffin Island East shore of Nascopie Point to Ongalaota Island Westbourne Bay North Bay. ,62.82,-69.83
19234,3318,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Alariaceae,Alaria,esculenta,,,North America,Canada,Newfoundland and Labrador,Newfoundland,River of Ponds Station # 58.   ,50.53,-57.38
19284,3333,,"Hooper, R",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,Newfoundland and Labrador,Newfoundland,Green Point    ,49.68,-57.97
19300,3338,,"Hooper, R",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Agarum,cribrosum,,,North America,Canada,Newfoundland and Labrador,Labrador,South Sister Island Makkovik Bay.   ,55.225,-59.125
19320,3347,,"Hooper, R",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,solidungula,,,North America,Canada,Newfoundland and Labrador,Newfoundland,Grand le Pierre Fortune Bay.   ,47.67,-54.78
19327,3349,,"Hooper, R",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,solidungula,,,North America,Canada,Newfoundland and Labrador,Newfoundland,Merasheen Island Big South west P.B.  Station No. 28.  ,47.5783,-54.1633
19611,3460,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,Northwest Territory,Franklin District,"Victoria Strait ""Victory Point, Back Bay, King William Island.""   ",69.6417,-98.3667
19615,3462,1980,"Hooper, R",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,digitata,,,North America,Canada,Northwest Territory,Franklin District,Victoria Strait Victory Point Back Bay King William Island. ,69.6417,-98.3667
19616,3463,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,Northwest Territory,Franklin District,"Victoria Strait ""Victory Point, Back Bay, King William Island.""   ",69.6417,-98.3667
19617,3464,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,Northwest Territory,Franklin District,"Victoria Strait ""Victory Point, Back Bay, King William Island.""   ",69.6417,-98.3667
19618,3465,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Alariaceae,Alaria,esculenta,,,North America,Canada,Northwest Territory,Franklin District,"Victoria Strait ""Victory Point, Bay Bay"" King William Island.  ",69.6417,-98.3667
19619,3466,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Alariaceae,Alaria,esculenta,,,North America,Canada,Northwest Territory,Franklin District,"Victoria Strait ""Victory Point, Bay Bay"" King William Island.  ",69.6417,-98.3667
19622,3468,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,Northwest Territory,Franklin District,"Queen Maud Gulf ""Markham Strait, west side of islet off southernmost peninsula of largestisland of Royal Geographical Society Islands.""   ",68.7,-100.38
19623,3469,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,Northwest Territory,Franklin District,"Queen Maud Gulf ""Markham Strait, west side of islet off southernmost peninsula of largestisland of Royal Geographical Society Islands.""   ",68.7,-100.38
19624,3470,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,Northwest Territory,Franklin District,"Queen Maud Gulf ""Markham Strait, west side of islet off southernmost peninsula of largestisland of Royal Geographical Society Islands.""   ",68.7,-100.38
19625,3471,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,Northwest Territory,Franklin District,"Queen Maud Gulf ""Markham Strait, west side of islet off southernmost peninsula of largestisland of Royal Geographical Society Islands.""   ",68.7,-100.38
19626,3472,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,Northwest Territory,Franklin District,"Queen Maud Gulf ""Markham Strait, west side of islet off southernmost peninsula of largestisland of Royal Geographical Society Islands.""   ",68.7,-100.38
19627,3473,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,Northwest Territory,Franklin District,"Queen Maud Gulf ""Markham Strait, west side of islet off southernmost peninsula of largestisland of Royal Geographical Society Islands.""   ",68.7,-100.38
19628,3474,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,Northwest Territory,Franklin District,Wellington Channel North side of Snowblind Bay ca 1 km from innermost part of the bay Cornwallis Island. ,75.22,-93.5
19630,3476,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Alariaceae,Alaria,esculenta,,,North America,Canada,Northwest Territory,Franklin District,"Victoria Strait ""Victory Point, Bay Bay"" King William Island.  ",69.6417,-98.3667
19631,3477,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,Northwest Territory,Franklin District,"St. Roch Basin ""East side of rocky islet in northern Peel Inlet, King William Island.""   ",69.22,-96.15
19637,3478,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,Northwest Territory,Keewatin District,"St. Roch Basin ""East side of rocky islet in northern Peel Inlet, King William Island.""   ",69.22,-96.15
19638,3479,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,Northwest Territory,Keewatin District,"St. Roch Basin ""East side of rocky islet in northern Peel Inlet, King William Island.""   ",69.22,-96.15
19644,3483,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,solidungula,,,North America,Canada,Northwest Territory,Franklin District,"Wellington Channel ""North side of Snowblind Bay, ca 1 km from innermost part of the bay,Cornwallis Island.""   ",75.22,-93.5
