Model.name,Eval.metric,Testing.data,Evaluating.data,Cutoff,Sensitivity,Specificity,sps
GAM_RUN1_PA2,TSS,0.76,NA,556,86.667,89.333,Lsol
GAM_RUN1_PA2,ROC,0.921,NA,561.5,86.667,89.667,Lsol
GAM_RUN1_PA2,FAR,0.489,NA,857,73.333,92.333,Lsol
GAM_RUN1_PA2,ACCURACY,0.909,NA,960,3.333,99.333,Lsol
GAM_RUN1_PA2,SR,0.489,NA,857,73.333,92.333,Lsol
MAXENT.Phillips_RUN2_PA2,TSS,0.8,NA,444,90,90,Lsol
MAXENT.Phillips_RUN2_PA2,ROC,0.917,NA,444.5,90,90,Lsol
MAXENT.Phillips_RUN2_PA2,FAR,0.667,NA,980,26.667,98.667,Lsol
MAXENT.Phillips_RUN2_PA2,ACCURACY,0.924,NA,919,43.333,97.333,Lsol
MAXENT.Phillips_RUN2_PA2,SR,0.667,NA,980,26.667,98.667,Lsol
GLM_RUN2_PA2,TSS,0.777,NA,621,90,87.667,Lsol
GLM_RUN2_PA2,ROC,0.884,NA,621.5,90,87.667,Lsol
GLM_RUN2_PA2,FAR,0.8,NA,926,13.333,99.667,Lsol
GLM_RUN2_PA2,ACCURACY,0.924,NA,917,26.667,99.333,Lsol
GLM_RUN2_PA2,SR,0.8,NA,926,13.333,99.667,Lsol
ANN_RUN2_PA2,TSS,0.833,NA,399,96.667,86.667,Lsol
ANN_RUN2_PA2,ROC,0.947,NA,688.5,93.333,90.333,Lsol
ANN_RUN2_PA2,FAR,0.636,NA,918,46.667,97.333,Lsol
ANN_RUN2_PA2,ACCURACY,0.927,NA,913,53.333,97,Lsol
ANN_RUN2_PA2,SR,0.636,NA,918,46.667,97.333,Lsol
RF_RUN2_PA2,TSS,0.81,NA,73,100,81,Lsol
RF_RUN2_PA2,ROC,0.96,NA,159,93.333,88,Lsol
RF_RUN2_PA2,FAR,0.786,NA,990,36.667,99,Lsol
RF_RUN2_PA2,ACCURACY,0.945,NA,931,56.667,98.333,Lsol
RF_RUN2_PA2,SR,0.786,NA,990,36.667,99,Lsol
GAM_RUN2_PA2,TSS,0.743,NA,356.5,86.667,87.667,Lsol
GAM_RUN2_PA2,ROC,0.889,NA,357,86.667,87.667,Lsol
GAM_RUN2_PA2,FAR,0.55,NA,954,36.667,96.667,Lsol
GAM_RUN2_PA2,ACCURACY,0.915,NA,949,43.333,96.667,Lsol
GAM_RUN2_PA2,SR,0.55,NA,954,36.667,96.667,Lsol
MAXENT.Phillips_RUN3_PA2,TSS,0.763,NA,288,86.667,89.667,Lsol
MAXENT.Phillips_RUN3_PA2,ROC,0.919,NA,288.5,86.667,89.667,Lsol
MAXENT.Phillips_RUN3_PA2,FAR,0.542,NA,778,43.333,96.333,Lsol
MAXENT.Phillips_RUN3_PA2,ACCURACY,0.915,NA,752.5,46.667,95.667,Lsol
MAXENT.Phillips_RUN3_PA2,SR,0.542,NA,778,43.333,96.333,Lsol
GLM_RUN3_PA2,TSS,0.747,NA,415.5,100,74.667,Lsol
GLM_RUN3_PA2,ROC,0.907,NA,413.5,100,74.667,Lsol
GLM_RUN3_PA2,FAR,0.571,NA,936,13.333,99,Lsol
GLM_RUN3_PA2,ACCURACY,0.912,NA,936,13.333,99,Lsol
GLM_RUN3_PA2,SR,0.571,NA,936,13.333,99,Lsol
ANN_RUN3_PA2,TSS,0.81,NA,202,100,81,Lsol
ANN_RUN3_PA2,ROC,0.934,NA,204,100,81,Lsol
ANN_RUN3_PA2,FAR,0.8,NA,948,13.333,99.333,Lsol
ANN_RUN3_PA2,ACCURACY,0.918,NA,948,13.333,99.333,Lsol
ANN_RUN3_PA2,SR,0.8,NA,948,13.333,99.333,Lsol
RF_RUN3_PA2,TSS,0.81,NA,145,93.333,87.667,Lsol
RF_RUN3_PA2,ROC,0.955,NA,159.5,93.333,88,Lsol
RF_RUN3_PA2,FAR,0.667,NA,833,66.667,96.667,Lsol
RF_RUN3_PA2,ACCURACY,0.939,NA,641,70,96.333,Lsol
RF_RUN3_PA2,SR,0.667,NA,833,66.667,96.667,Lsol
GAM_RUN3_PA2,TSS,0.737,NA,247,86.667,87,Lsol
GAM_RUN3_PA2,ROC,0.93,NA,256.5,86.667,87.667,Lsol
GAM_RUN3_PA2,FAR,0.615,NA,957,30,97.667,Lsol
GAM_RUN3_PA2,ACCURACY,0.921,NA,849.5,66.667,94.667,Lsol
GAM_RUN3_PA2,SR,0.615,NA,957,30,97.667,Lsol
MAXENT.Phillips_RUN4_PA2,TSS,0.49,NA,40,56.667,92.333,Lsol
MAXENT.Phillips_RUN4_PA2,ROC,0.747,NA,41.5,56.667,92.333,Lsol
MAXENT.Phillips_RUN4_PA2,FAR,0.75,NA,960,10,99.667,Lsol
MAXENT.Phillips_RUN4_PA2,ACCURACY,0.924,NA,434,36.667,98,Lsol
MAXENT.Phillips_RUN4_PA2,SR,0.75,NA,960,10,99.667,Lsol
GLM_RUN4_PA2,TSS,0.68,NA,216,96.667,71.333,Lsol
GLM_RUN4_PA2,ROC,0.884,NA,220,96.667,71.667,Lsol
GLM_RUN4_PA2,FAR,0.56,NA,882,46.667,96.333,Lsol
GLM_RUN4_PA2,ACCURACY,0.918,NA,882,46.667,96.333,Lsol
GLM_RUN4_PA2,SR,0.56,NA,882,46.667,96.333,Lsol
ANN_RUN4_PA2,TSS,0.75,NA,207,96.667,78.333,Lsol
ANN_RUN4_PA2,ROC,0.913,NA,209,96.667,78.333,Lsol
ANN_RUN4_PA2,FAR,0.5,NA,939,10,98.333,Lsol
ANN_RUN4_PA2,ACCURACY,0.909,NA,943.5,6.667,99.667,Lsol
ANN_RUN4_PA2,SR,0.5,NA,939,10,98.333,Lsol
RF_RUN4_PA2,TSS,0.86,NA,238,96.667,89.333,Lsol
RF_RUN4_PA2,ROC,0.949,NA,237.5,96.667,89.333,Lsol
RF_RUN4_PA2,FAR,0.636,NA,946,46.667,97.333,Lsol
RF_RUN4_PA2,ACCURACY,0.93,NA,658.5,70,95.333,Lsol
RF_RUN4_PA2,SR,0.636,NA,946,46.667,97.333,Lsol
GAM_RUN4_PA2,TSS,0.783,NA,528,90,88.333,Lsol
GAM_RUN4_PA2,ROC,0.939,NA,525.5,90,88.333,Lsol
GAM_RUN4_PA2,FAR,0.613,NA,919,63.333,96,Lsol
GAM_RUN4_PA2,ACCURACY,0.93,NA,919,63.333,96,Lsol
GAM_RUN4_PA2,SR,0.613,NA,919,63.333,96,Lsol
MAXENT.Phillips_RUN5_PA2,TSS,0.75,NA,126,93.333,81.667,Lsol
MAXENT.Phillips_RUN5_PA2,ROC,0.916,NA,140.5,93.333,83,Lsol
MAXENT.Phillips_RUN5_PA2,FAR,0.49,NA,444,80,91.667,Lsol
MAXENT.Phillips_RUN5_PA2,ACCURACY,0.909,NA,1000,10,98.333,Lsol
MAXENT.Phillips_RUN5_PA2,SR,0.49,NA,444,80,91.667,Lsol
GLM_RUN5_PA2,TSS,0.677,NA,418,90,77.333,Lsol
GLM_RUN5_PA2,ROC,0.865,NA,421.5,90,77.667,Lsol
GLM_RUN5_PA2,FAR,0.545,NA,900,40,96.667,Lsol
GLM_RUN5_PA2,ACCURACY,0.915,NA,900,40,96.667,Lsol
GLM_RUN5_PA2,SR,0.545,NA,900,40,96.667,Lsol
ANN_RUN5_PA2,TSS,0.797,NA,247.5,93.333,86.333,Lsol
ANN_RUN5_PA2,ROC,0.89,NA,249,93.333,86.333,Lsol
ANN_RUN5_PA2,FAR,0.488,NA,916,66.667,93,Lsol
ANN_RUN5_PA2,ACCURACY,0.909,NA,944,10,98.333,Lsol
ANN_RUN5_PA2,SR,0.488,NA,916,66.667,93,Lsol
RF_RUN5_PA2,TSS,0.877,NA,144,100,87.667,Lsol
RF_RUN5_PA2,ROC,0.964,NA,140.5,100,87.667,Lsol
RF_RUN5_PA2,FAR,0.68,NA,910,56.667,97.333,Lsol
RF_RUN5_PA2,ACCURACY,0.939,NA,811,66.667,96.667,Lsol
RF_RUN5_PA2,SR,0.68,NA,910,56.667,97.333,Lsol
GAM_RUN5_PA2,TSS,0.66,NA,87,90,76,Lsol
GAM_RUN5_PA2,ROC,0.88,NA,91.5,90,76.333,Lsol
GAM_RUN5_PA2,FAR,0.429,NA,856,60,92,Lsol
GAM_RUN5_PA2,ACCURACY,0.909,NA,954,3.333,99,Lsol
GAM_RUN5_PA2,SR,0.429,NA,856,60,92,Lsol
MAXENT.Phillips_RUN1_PA3,TSS,0.277,NA,313,30,97.667,Lsol
MAXENT.Phillips_RUN1_PA3,ROC,0.638,NA,316,30,97.667,Lsol
MAXENT.Phillips_RUN1_PA3,FAR,0.562,NA,313,30,97.667,Lsol
MAXENT.Phillips_RUN1_PA3,ACCURACY,0.915,NA,313,30,97.667,Lsol
MAXENT.Phillips_RUN1_PA3,SR,0.562,NA,313,30,97.667,Lsol
GLM_RUN1_PA3,TSS,0.727,NA,674,86.667,86,Lsol
GLM_RUN1_PA3,ROC,0.9,NA,675.5,86.667,86,Lsol
GLM_RUN1_PA3,FAR,0.429,NA,891,50,93.333,Lsol
GLM_RUN1_PA3,ACCURACY,0.909,NA,936,3.333,100,Lsol
GLM_RUN1_PA3,SR,0.429,NA,891,50,93.333,Lsol
ANN_RUN1_PA3,TSS,0.803,NA,702,90,90,Lsol
ANN_RUN1_PA3,ROC,0.953,NA,705,90,90.333,Lsol
ANN_RUN1_PA3,FAR,0.75,NA,952,23.333,99.333,Lsol
ANN_RUN1_PA3,ACCURACY,0.942,NA,914,76.667,96,Lsol
ANN_RUN1_PA3,SR,0.75,NA,952,23.333,99.333,Lsol
RF_RUN1_PA3,TSS,0.833,NA,374,90,93,Lsol
RF_RUN1_PA3,ROC,0.964,NA,377,90,93.333,Lsol
RF_RUN1_PA3,FAR,0.812,NA,990,43.333,99,Lsol
RF_RUN1_PA3,ACCURACY,0.945,NA,682,83.333,95.667,Lsol
RF_RUN1_PA3,SR,0.812,NA,990,43.333,99,Lsol
GAM_RUN1_PA3,TSS,0.84,NA,246,96.667,87.333,Lsol
GAM_RUN1_PA3,ROC,0.943,NA,247,96.667,87.333,Lsol
GAM_RUN1_PA3,FAR,0.538,NA,938,70,94,Lsol
GAM_RUN1_PA3,ACCURACY,0.918,NA,933.5,76.667,93.667,Lsol
GAM_RUN1_PA3,SR,0.538,NA,938,70,94,Lsol
MAXENT.Phillips_RUN2_PA3,TSS,0.793,NA,212,90,89.333,Lsol
MAXENT.Phillips_RUN2_PA3,ROC,0.943,NA,210.5,90,89.333,Lsol
MAXENT.Phillips_RUN2_PA3,FAR,1,NA,965,20,100,Lsol
MAXENT.Phillips_RUN2_PA3,ACCURACY,0.93,NA,909,26.667,99.667,Lsol
MAXENT.Phillips_RUN2_PA3,SR,1,NA,965,20,100,Lsol
GLM_RUN2_PA3,TSS,0.793,NA,515,96.667,82.667,Lsol
GLM_RUN2_PA3,ROC,0.919,NA,515.5,96.667,82.667,Lsol
GLM_RUN2_PA3,FAR,0.75,NA,944,10,99.667,Lsol
GLM_RUN2_PA3,ACCURACY,0.915,NA,944,10,99.667,Lsol
GLM_RUN2_PA3,SR,0.75,NA,944,10,99.667,Lsol
ANN_RUN2_PA3,TSS,0.753,NA,448,90,85.333,Lsol
ANN_RUN2_PA3,ROC,0.912,NA,448,90,85.333,Lsol
ANN_RUN2_PA3,FAR,0.667,NA,960,13.333,99.333,Lsol
ANN_RUN2_PA3,ACCURACY,0.915,NA,960,13.333,99.333,Lsol
ANN_RUN2_PA3,SR,0.667,NA,960,13.333,99.333,Lsol
RF_RUN2_PA3,TSS,0.827,NA,75,100,82.667,Lsol
RF_RUN2_PA3,ROC,0.959,NA,74.5,100,82.667,Lsol
RF_RUN2_PA3,FAR,0.909,NA,990,36.667,99.667,Lsol
RF_RUN2_PA3,ACCURACY,0.945,NA,961,50,99,Lsol
RF_RUN2_PA3,SR,0.909,NA,990,36.667,99.667,Lsol
GAM_RUN2_PA3,TSS,0.703,NA,355.5,80,90.333,Lsol
GAM_RUN2_PA3,ROC,0.911,NA,69.5,86.667,83.667,Lsol
GAM_RUN2_PA3,FAR,0.7,NA,947,50,98,Lsol
GAM_RUN2_PA3,ACCURACY,0.939,NA,910,60,97.333,Lsol
GAM_RUN2_PA3,SR,0.7,NA,947,50,98,Lsol
MAXENT.Phillips_RUN3_PA3,TSS,0.61,NA,0,100,0,Lsol
MAXENT.Phillips_RUN3_PA3,ROC,0.806,NA,1.5,70,92.333,Lsol
MAXENT.Phillips_RUN3_PA3,FAR,0.5,NA,939,33.333,96.667,Lsol
MAXENT.Phillips_RUN3_PA3,ACCURACY,0.909,NA,944,33.333,96.667,Lsol
MAXENT.Phillips_RUN3_PA3,SR,0.5,NA,939,33.333,96.667,Lsol
GLM_RUN3_PA3,TSS,0.78,NA,418,100,78,Lsol
GLM_RUN3_PA3,ROC,0.919,NA,420.5,100,78,Lsol
GLM_RUN3_PA3,FAR,1,NA,938,20,100,Lsol
GLM_RUN3_PA3,ACCURACY,0.927,NA,938,20,100,Lsol
GLM_RUN3_PA3,SR,1,NA,938,20,100,Lsol
ANN_RUN3_PA3,TSS,0.763,NA,147,96.667,79.667,Lsol
ANN_RUN3_PA3,ROC,0.926,NA,150,96.667,80,Lsol
ANN_RUN3_PA3,FAR,0.5,NA,898,43.333,95.667,Lsol
ANN_RUN3_PA3,ACCURACY,0.909,NA,932,30,95.667,Lsol
ANN_RUN3_PA3,SR,0.5,NA,898,43.333,95.667,Lsol
RF_RUN3_PA3,TSS,0.857,NA,124,96.667,89,Lsol
RF_RUN3_PA3,ROC,0.959,NA,125,96.667,89,Lsol
RF_RUN3_PA3,FAR,0.654,NA,901,56.667,97,Lsol
RF_RUN3_PA3,ACCURACY,0.933,NA,896,56.667,97,Lsol
RF_RUN3_PA3,SR,0.654,NA,901,56.667,97,Lsol
GAM_RUN3_PA3,TSS,0.79,NA,119.5,93.333,85.667,Lsol
GAM_RUN3_PA3,ROC,0.935,NA,128,93.333,86,Lsol
GAM_RUN3_PA3,FAR,0.526,NA,958,36.667,97,Lsol
GAM_RUN3_PA3,ACCURACY,0.912,NA,878,63.333,94,Lsol
GAM_RUN3_PA3,SR,0.526,NA,958,36.667,97,Lsol
MAXENT.Phillips_RUN4_PA3,TSS,0.237,NA,313,26.667,97,Lsol
MAXENT.Phillips_RUN4_PA3,ROC,0.618,NA,316,26.667,97,Lsol
MAXENT.Phillips_RUN4_PA3,FAR,0.471,NA,313,26.667,97,Lsol
MAXENT.Phillips_RUN4_PA3,ACCURACY,0.909,NA,632,26.667,97,Lsol
MAXENT.Phillips_RUN4_PA3,SR,0.471,NA,313,26.667,97,Lsol
GLM_RUN4_PA3,TSS,0.593,NA,444,83.333,76,Lsol
GLM_RUN4_PA3,ROC,0.873,NA,442.5,83.333,76,Lsol
GLM_RUN4_PA3,FAR,0.667,NA,927,13.333,99,Lsol
GLM_RUN4_PA3,ACCURACY,0.915,NA,927,13.333,99,Lsol
GLM_RUN4_PA3,SR,0.667,NA,927,13.333,99,Lsol
ANN_RUN4_PA3,TSS,0.733,NA,142,96.667,76.667,Lsol
ANN_RUN4_PA3,ROC,0.898,NA,145,96.667,76.667,Lsol
ANN_RUN4_PA3,FAR,0.5,NA,935,10,99,Lsol
ANN_RUN4_PA3,ACCURACY,0.909,NA,939.5,0,99.333,Lsol
ANN_RUN4_PA3,SR,0.5,NA,935,10,99,Lsol
RF_RUN4_PA3,TSS,0.787,NA,90,96.667,81.667,Lsol
RF_RUN4_PA3,ROC,0.944,NA,92.5,96.667,82,Lsol
RF_RUN4_PA3,FAR,0.647,NA,975.5,36.667,98,Lsol
RF_RUN4_PA3,ACCURACY,0.93,NA,883,53.333,97,Lsol
RF_RUN4_PA3,SR,0.647,NA,975.5,36.667,98,Lsol
GAM_RUN4_PA3,TSS,0.62,NA,137,80,82,Lsol
GAM_RUN4_PA3,ROC,0.819,NA,139.5,80,82.667,Lsol
GAM_RUN4_PA3,FAR,0.4,NA,957,20,97,Lsol
GAM_RUN4_PA3,ACCURACY,0.909,NA,966,6.667,98.667,Lsol
GAM_RUN4_PA3,SR,0.4,NA,957,20,97,Lsol
MAXENT.Phillips_RUN5_PA3,TSS,0,NA,0,100,0,Lsol
MAXENT.Phillips_RUN5_PA3,ROC,0.5,NA,-Inf,100,0,Lsol
MAXENT.Phillips_RUN5_PA3,FAR,-Inf,NA,NA,NA,NA,Lsol
MAXENT.Phillips_RUN5_PA3,ACCURACY,0.909,NA,0,100,0,Lsol
MAXENT.Phillips_RUN5_PA3,SR,-Inf,NA,NA,NA,NA,Lsol
GLM_RUN5_PA3,TSS,0.687,NA,382,93.333,75.333,Lsol
GLM_RUN5_PA3,ROC,0.869,NA,385.5,93.333,75.333,Lsol
GLM_RUN5_PA3,FAR,0.375,NA,918,20,95.667,Lsol
GLM_RUN5_PA3,ACCURACY,0.909,NA,945,0,99.667,Lsol
GLM_RUN5_PA3,SR,0.375,NA,918,20,95.667,Lsol
ANN_RUN5_PA3,TSS,0.76,NA,138,96.667,79.333,Lsol
ANN_RUN5_PA3,ROC,0.927,NA,142.5,96.667,80.333,Lsol
ANN_RUN5_PA3,FAR,0.5,NA,960,13.333,99,Lsol
ANN_RUN5_PA3,ACCURACY,0.909,NA,965,3.333,99.333,Lsol
ANN_RUN5_PA3,SR,0.5,NA,960,13.333,99,Lsol
RF_RUN5_PA3,TSS,0.787,NA,187,90,88.667,Lsol
RF_RUN5_PA3,ROC,0.941,NA,187.5,90,88.667,Lsol
RF_RUN5_PA3,FAR,0.667,NA,970.5,33.333,97.667,Lsol
RF_RUN5_PA3,ACCURACY,0.93,NA,951,46.667,97.333,Lsol
RF_RUN5_PA3,SR,0.667,NA,970.5,33.333,97.667,Lsol
GAM_RUN5_PA3,TSS,0.773,NA,89,90,85.667,Lsol
GAM_RUN5_PA3,ROC,0.931,NA,79,93.333,84.333,Lsol
GAM_RUN5_PA3,FAR,0.538,NA,959,50,96,Lsol
GAM_RUN5_PA3,ACCURACY,0.915,NA,959,50,96,Lsol
GAM_RUN5_PA3,SR,0.538,NA,959,50,96,Lsol
MAXENT.Phillips_RUN1_PA4,TSS,0.747,NA,111,96.667,78,Lsol
MAXENT.Phillips_RUN1_PA4,ROC,0.914,NA,110.5,96.667,78,Lsol
MAXENT.Phillips_RUN1_PA4,FAR,0.875,NA,960,23.333,99.667,Lsol
MAXENT.Phillips_RUN1_PA4,ACCURACY,0.927,NA,869,30,98.667,Lsol
MAXENT.Phillips_RUN1_PA4,SR,0.875,NA,960,23.333,99.667,Lsol
GLM_RUN1_PA4,TSS,0.61,NA,508.5,83.333,77.667,Lsol
GLM_RUN1_PA4,ROC,0.872,NA,508.5,83.333,77.667,Lsol
GLM_RUN1_PA4,FAR,0.625,NA,921,16.667,99,Lsol
GLM_RUN1_PA4,ACCURACY,0.918,NA,903,33.333,97.667,Lsol
GLM_RUN1_PA4,SR,0.625,NA,921,16.667,99,Lsol
ANN_RUN1_PA4,TSS,0.82,NA,358,100,82,Lsol
ANN_RUN1_PA4,ROC,0.927,NA,356.5,100,82,Lsol
ANN_RUN1_PA4,FAR,0.5,NA,938,33.333,96.667,Lsol
ANN_RUN1_PA4,ACCURACY,0.909,NA,952.5,10,99.333,Lsol
ANN_RUN1_PA4,SR,0.5,NA,938,33.333,96.667,Lsol
RF_RUN1_PA4,TSS,0.75,NA,268,86.667,88.333,Lsol
RF_RUN1_PA4,ROC,0.931,NA,267.5,86.667,88.333,Lsol
RF_RUN1_PA4,FAR,0.833,NA,990,33.333,98.667,Lsol
RF_RUN1_PA4,ACCURACY,0.933,NA,990,33.333,98.667,Lsol
RF_RUN1_PA4,SR,0.833,NA,990,33.333,98.667,Lsol
GAM_RUN1_PA4,TSS,0.61,NA,256.5,76.667,84.333,Lsol
GAM_RUN1_PA4,ROC,0.853,NA,259,76.667,84.333,Lsol
GAM_RUN1_PA4,FAR,0.5,NA,912,46.667,95.333,Lsol
GAM_RUN1_PA4,ACCURACY,0.909,NA,934.5,30,95.667,Lsol
GAM_RUN1_PA4,SR,0.5,NA,912,46.667,95.333,Lsol
MAXENT.Phillips_RUN2_PA4,TSS,0.737,NA,429,83.333,90.333,Lsol
MAXENT.Phillips_RUN2_PA4,ROC,0.884,NA,427,83.333,90.333,Lsol
MAXENT.Phillips_RUN2_PA4,FAR,0.833,NA,990,16.667,99.667,Lsol
MAXENT.Phillips_RUN2_PA4,ACCURACY,0.921,NA,985,20,99.333,Lsol
MAXENT.Phillips_RUN2_PA4,SR,0.833,NA,990,16.667,99.667,Lsol
GLM_RUN2_PA4,TSS,0.643,NA,134,100,64.333,Lsol
GLM_RUN2_PA4,ROC,0.866,NA,132.5,100,64.333,Lsol
GLM_RUN2_PA4,FAR,0.462,NA,918,20,97.667,Lsol
GLM_RUN2_PA4,ACCURACY,0.909,NA,936,3.333,100,Lsol
GLM_RUN2_PA4,SR,0.462,NA,918,20,97.667,Lsol
ANN_RUN2_PA4,TSS,0.763,NA,523.5,90,86.333,Lsol
ANN_RUN2_PA4,ROC,0.91,NA,522,90,86.333,Lsol
ANN_RUN2_PA4,FAR,0.462,NA,797,80,90.667,Lsol
ANN_RUN2_PA4,ACCURACY,0.909,NA,960,0,99.667,Lsol
ANN_RUN2_PA4,SR,0.462,NA,797,80,90.667,Lsol
RF_RUN2_PA4,TSS,0.77,NA,71,96.667,80.333,Lsol
RF_RUN2_PA4,ROC,0.934,NA,73,96.667,81,Lsol
RF_RUN2_PA4,FAR,0.538,NA,941,46.667,96,Lsol
RF_RUN2_PA4,ACCURACY,0.915,NA,511,80,92.667,Lsol
RF_RUN2_PA4,SR,0.538,NA,941,46.667,96,Lsol
GAM_RUN2_PA4,TSS,0.72,NA,246,83.333,88.667,Lsol
GAM_RUN2_PA4,ROC,0.891,NA,248,83.333,88.667,Lsol
GAM_RUN2_PA4,FAR,0.457,NA,793,70,91.667,Lsol
GAM_RUN2_PA4,ACCURACY,0.909,NA,963,16.667,98.333,Lsol
GAM_RUN2_PA4,SR,0.457,NA,793,70,91.667,Lsol
MAXENT.Phillips_RUN3_PA4,TSS,0.69,NA,237,80,89,Lsol
MAXENT.Phillips_RUN3_PA4,ROC,0.862,NA,236,80,89,Lsol
MAXENT.Phillips_RUN3_PA4,FAR,0.769,NA,954.5,33.333,99,Lsol
MAXENT.Phillips_RUN3_PA4,ACCURACY,0.93,NA,954.5,33.333,99,Lsol
MAXENT.Phillips_RUN3_PA4,SR,0.769,NA,954.5,33.333,99,Lsol
GLM_RUN3_PA4,TSS,0.657,NA,343,90,75.667,Lsol
GLM_RUN3_PA4,ROC,0.85,NA,350,90,76,Lsol
GLM_RUN3_PA4,FAR,0.556,NA,910,16.667,98.667,Lsol
GLM_RUN3_PA4,ACCURACY,0.912,NA,910,16.667,98.667,Lsol
GLM_RUN3_PA4,SR,0.556,NA,910,16.667,98.667,Lsol
ANN_RUN3_PA4,TSS,0.737,NA,286,93.333,80.333,Lsol
ANN_RUN3_PA4,ROC,0.868,NA,285.5,93.333,80.333,Lsol
ANN_RUN3_PA4,FAR,0.667,NA,957,6.667,99.667,Lsol
ANN_RUN3_PA4,ACCURACY,0.912,NA,957,6.667,99.667,Lsol
ANN_RUN3_PA4,SR,0.667,NA,957,6.667,99.667,Lsol
RF_RUN3_PA4,TSS,0.747,NA,216,86.667,88,Lsol
RF_RUN3_PA4,ROC,0.931,NA,213,86.667,88,Lsol
RF_RUN3_PA4,FAR,0.667,NA,947,40,98,Lsol
RF_RUN3_PA4,ACCURACY,0.927,NA,947,40,98,Lsol
RF_RUN3_PA4,SR,0.667,NA,947,40,98,Lsol
GAM_RUN3_PA4,TSS,0.697,NA,158,86.667,83,Lsol
GAM_RUN3_PA4,ROC,0.866,NA,161,86.667,83.333,Lsol
GAM_RUN3_PA4,FAR,0.579,NA,950,36.667,97.333,Lsol
GAM_RUN3_PA4,ACCURACY,0.918,NA,950,36.667,97.333,Lsol
GAM_RUN3_PA4,SR,0.579,NA,950,36.667,97.333,Lsol
MAXENT.Phillips_RUN4_PA4,TSS,0.76,NA,283,93.333,82.667,Lsol
MAXENT.Phillips_RUN4_PA4,ROC,0.915,NA,286,93.333,82.667,Lsol
MAXENT.Phillips_RUN4_PA4,FAR,0.545,NA,949,20,98.333,Lsol
MAXENT.Phillips_RUN4_PA4,ACCURACY,0.912,NA,949,20,98.333,Lsol
MAXENT.Phillips_RUN4_PA4,SR,0.545,NA,949,20,98.333,Lsol
GLM_RUN4_PA4,TSS,0.67,NA,619,86.667,80.333,Lsol
GLM_RUN4_PA4,ROC,0.862,NA,624,86.667,81,Lsol
GLM_RUN4_PA4,FAR,0.5,NA,925,3.333,99.667,Lsol
GLM_RUN4_PA4,ACCURACY,0.909,NA,929.5,3.333,99.667,Lsol
GLM_RUN4_PA4,SR,0.5,NA,925,3.333,99.667,Lsol
ANN_RUN4_PA4,TSS,0.79,NA,661,93.333,85.333,Lsol
ANN_RUN4_PA4,ROC,0.899,NA,662,93.333,85.667,Lsol
ANN_RUN4_PA4,FAR,0.462,NA,932,20,97.667,Lsol
ANN_RUN4_PA4,ACCURACY,0.909,NA,941,3.333,100,Lsol
ANN_RUN4_PA4,SR,0.462,NA,932,20,97.667,Lsol
RF_RUN4_PA4,TSS,0.887,NA,182,100,88.667,Lsol
RF_RUN4_PA4,ROC,0.954,NA,183.5,100,88.667,Lsol
RF_RUN4_PA4,FAR,0.615,NA,990,26.667,98.333,Lsol
RF_RUN4_PA4,ACCURACY,0.921,NA,935,43.333,96.667,Lsol
RF_RUN4_PA4,SR,0.615,NA,990,26.667,98.333,Lsol
GAM_RUN4_PA4,TSS,0.743,NA,82,100,74.333,Lsol
GAM_RUN4_PA4,ROC,0.903,NA,89.5,100,75,Lsol
GAM_RUN4_PA4,FAR,0.432,NA,882.5,53.333,93,Lsol
GAM_RUN4_PA4,ACCURACY,0.909,NA,962,0,99.667,Lsol
GAM_RUN4_PA4,SR,0.432,NA,882.5,53.333,93,Lsol
MAXENT.Phillips_RUN5_PA4,TSS,0.643,NA,20,73.333,91,Lsol
MAXENT.Phillips_RUN5_PA4,ROC,0.832,NA,21,73.333,91,Lsol
MAXENT.Phillips_RUN5_PA4,FAR,0.75,NA,879,30,99,Lsol
MAXENT.Phillips_RUN5_PA4,ACCURACY,0.927,NA,505,46.667,97.333,Lsol
MAXENT.Phillips_RUN5_PA4,SR,0.75,NA,879,30,99,Lsol
GLM_RUN5_PA4,TSS,0.597,NA,217,93.333,66.333,Lsol
GLM_RUN5_PA4,ROC,0.857,NA,215.5,93.333,66.333,Lsol
GLM_RUN5_PA4,FAR,1,NA,927,10,100,Lsol
GLM_RUN5_PA4,ACCURACY,0.915,NA,918,13.333,99.333,Lsol
GLM_RUN5_PA4,SR,1,NA,927,10,100,Lsol
ANN_RUN5_PA4,TSS,0.69,NA,315,90,78.667,Lsol
ANN_RUN5_PA4,ROC,0.883,NA,318,90,79,Lsol
ANN_RUN5_PA4,FAR,0.368,NA,918,23.333,96,Lsol
ANN_RUN5_PA4,ACCURACY,0.909,NA,966,0,99.667,Lsol
ANN_RUN5_PA4,SR,0.368,NA,918,23.333,96,Lsol
RF_RUN5_PA4,TSS,0.837,NA,138,96.667,87,Lsol
RF_RUN5_PA4,ROC,0.953,NA,135.5,96.667,87,Lsol
RF_RUN5_PA4,FAR,0.769,NA,990,33.333,99,Lsol
RF_RUN5_PA4,ACCURACY,0.93,NA,990,33.333,99,Lsol
RF_RUN5_PA4,SR,0.769,NA,990,33.333,99,Lsol
GAM_RUN5_PA4,TSS,0.683,NA,149,86.667,81.667,Lsol
GAM_RUN5_PA4,ROC,0.844,NA,148.5,86.667,81.667,Lsol
GAM_RUN5_PA4,FAR,0.413,NA,699,63.333,91,Lsol
